,coef,std err,t,P>|t|,[0.025,0.975]
DisplayName_Deon Bush,0.2661,3.094,0.086,0.931,-5.797,6.33
DisplayName_Deon Lacey,-4.0008,5.02,-0.797,0.425,-13.84,5.838
DisplayName_Deone Bucannon,-7.7786,3.346,-2.325,0.02,-14.336,-1.221
DisplayName_Deontay Burnett,-11.2941,6.302,-1.792,0.073,-23.647,1.058
DisplayName_Deonte Thompson,-3.4089,2.401,-1.42,0.156,-8.114,1.297
DisplayName_Derek Anderson,3.7206,2.795,1.331,0.183,-1.757,9.199
DisplayName_Derek Barnett,-17.859,19.535,-0.914,0.361,-56.147,20.429
DisplayName_Derek Carr,-4.6187,4.327,-1.067,0.286,-13.1,3.862
DisplayName_Derek Carrier,-3.4279,3.865,-0.887,0.375,-11.002,4.146
DisplayName_Derek Newton,-0.8545,4.305,-0.199,0.843,-9.292,7.583
DisplayName_Derek Rivers,-20.374,22.309,-0.913,0.361,-64.099,23.351
DisplayName_Derek Watt,-5.6695,4.856,-1.167,0.243,-15.187,3.849
DisplayName_Derek Wolfe,-10.3168,12.416,-0.831,0.406,-34.652,14.018
DisplayName_Derrick Coleman,-4.8117,4.937,-0.975,0.33,-14.488,4.865
DisplayName_Derrick Henry,2.7007,5.615,0.481,0.631,-8.304,13.706
DisplayName_Derrick Johnson,0.7113,6.807,0.104,0.917,-12.631,14.054
DisplayName_Derrick Jones,-6.1507,2.525,-2.436,0.015,-11.1,-1.202
DisplayName_Derrick Kindred,3.1572,5.287,0.597,0.55,-7.205,13.52
DisplayName_Derrick Morgan,5.3469,11.139,0.48,0.631,-16.485,27.179
DisplayName_Derrick Nnadi,-1.1242,1.535,-0.732,0.464,-4.134,1.885
DisplayName_Derrick Shelby,-10.2542,13.579,-0.755,0.45,-36.869,16.36
DisplayName_Derrick Willies,-6.5629,3.301,-1.988,0.047,-13.033,-0.093
DisplayName_Derron Smith,-4.7762,6.753,-0.707,0.479,-18.011,8.459
DisplayName_Derwin James,2.762,6.742,0.41,0.682,-10.453,15.977
DisplayName_Deshaun Watson,0.1218,1.238,0.098,0.922,-2.304,2.548
DisplayName_Deshazor Everett,1.1879,3.731,0.318,0.75,-6.125,8.501
DisplayName_Desmond Harrison,-10.5217,4.706,-2.236,0.025,-19.746,-1.298
DisplayName_Desmond King,-1.6019,2.93,-0.547,0.585,-7.344,4.14
DisplayName_Desmond Trufant,-6.0815,1.558,-3.903,0.0,-9.135,-3.028
DisplayName_Destiny Vaeao,-9.0889,8.488,-1.071,0.284,-25.726,7.548
DisplayName_Detrez Newsome,-8.2454,5.779,-1.427,0.154,-19.573,3.082
DisplayName_Devante Bond,0.2687,4.605,0.058,0.953,-8.757,9.294
DisplayName_Devante Mays,-5.939,4.478,-1.326,0.185,-14.715,2.837
DisplayName_Devaroe Lawrence,-14.0855,11.835,-1.19,0.234,-37.283,9.112
DisplayName_Devin Funchess,1.8355,5.181,0.354,0.723,-8.319,11.99
DisplayName_Devin McCourty,-0.9389,2.221,-0.423,0.673,-5.293,3.415
DisplayName_Devin Taylor,-15.5613,15.817,-0.984,0.325,-46.562,15.439
DisplayName_Devon Kennard,4.3737,9.829,0.445,0.656,-14.89,23.638
DisplayName_Devonta Freeman,-6.8148,6.361,-1.071,0.284,-19.281,5.652
DisplayName_Devontae Booker,-4.6048,3.369,-1.367,0.172,-11.208,1.998
DisplayName_Dexter McCoil,2.4408,10.189,0.24,0.811,-17.529,22.411
DisplayName_Dexter McDonald,-3.3038,2.371,-1.394,0.163,-7.95,1.343
DisplayName_Dexter McDougle,-3.7568,2.166,-1.735,0.083,-8.001,0.488
DisplayName_Deyshawn Bond,-7.4417,3.331,-2.234,0.025,-13.971,-0.913
DisplayName_Dez Bryant,1.303,4.143,0.314,0.753,-6.818,9.424
DisplayName_Dion Dawkins,-0.2575,5.354,-0.048,0.962,-10.752,10.237
DisplayName_Dion Jordan,-10.6656,12.79,-0.834,0.404,-35.734,14.403
DisplayName_Dion Lewis,-10.8205,9.247,-1.17,0.242,-28.944,7.303
DisplayName_Dion Sims,5.0694,4.265,1.188,0.235,-3.291,13.429
DisplayName_Domata Peko,2.0514,2.739,0.749,0.454,-3.318,7.42
DisplayName_Domata Peko Sr.,3.1741,2.739,1.159,0.246,-2.194,8.542
DisplayName_Dominique Easley,8.066,11.952,0.675,0.5,-15.359,31.491
DisplayName_Dominique Hatfield,-10.6333,4.461,-2.384,0.017,-19.376,-1.89
DisplayName_Dominique Rodgers-Cromartie,-2.0493,3.519,-0.582,0.56,-8.946,4.847
DisplayName_Don Barclay,-3.9678,2.783,-1.426,0.154,-9.423,1.487
DisplayName_Donald Payne,-3.2778,4.984,-0.658,0.511,-13.046,6.491
DisplayName_Donald Penn,-1.4673,4.231,-0.347,0.729,-9.76,6.826
DisplayName_Donald Stephenson,-1.9969,3.444,-0.58,0.562,-8.746,4.752
DisplayName_Donnie Ernsberger,-3.9419,5.421,-0.727,0.467,-14.567,6.683
DisplayName_Donovan Smith,4.4724,10.107,0.442,0.658,-15.338,24.283
DisplayName_Dont'a Hightower,5.4548,10.945,0.498,0.618,-15.998,26.907
DisplayName_Dontae Johnson,-3.5501,2.279,-1.558,0.119,-8.017,0.917
DisplayName_Dontari Poe,8.8731,8.626,1.029,0.304,-8.033,25.779
DisplayName_Donte Deayon,-15.4345,9.566,-1.613,0.107,-34.184,3.315
DisplayName_Donte Jackson,-4.9459,4.306,-1.149,0.251,-13.385,3.493
DisplayName_Donte Moncrief,-0.7305,3.188,-0.229,0.819,-6.979,5.518
DisplayName_Donte' Deayon,-15.8307,9.495,-1.667,0.095,-34.44,2.778
DisplayName_Dontrell Hilliard,-7.1004,8.152,-0.871,0.384,-23.078,8.877
DisplayName_Dontrelle Inman,-3.8371,1.952,-1.966,0.049,-7.662,-0.012
DisplayName_Dorance Armstrong,-18.3267,20.751,-0.883,0.377,-58.999,22.345
DisplayName_Dorian O'Daniel,-6.1138,2.037,-3.002,0.003,-10.106,-2.122
DisplayName_Doug Baldwin,-5.5992,4.712,-1.188,0.235,-14.835,3.636
DisplayName_Doug Martin,-7.2872,5.366,-1.358,0.174,-17.805,3.23
DisplayName_Doug Middleton,1.4782,5.63,0.263,0.793,-9.557,12.514
DisplayName_Dre Kirkpatrick,-6.6787,1.673,-3.992,0.0,-9.958,-3.4
DisplayName_Drew Brees,-2.6558,4.429,-0.6,0.549,-11.336,6.025
DisplayName_Drew Stanton,-0.0183,0.705,-0.026,0.979,-1.4,1.364
DisplayName_Duane Brown,-1.1562,4.228,-0.273,0.784,-9.442,7.13
DisplayName_Duke Ejiofor,10.3176,15.229,0.678,0.498,-19.53,40.165
DisplayName_Duke Johnson,-6.3409,5.375,-1.18,0.238,-16.875,4.193
DisplayName_Duke Riley,-2.4971,3.114,-0.802,0.423,-8.599,3.605
DisplayName_Durham Smythe,1.6413,2.058,0.798,0.425,-2.392,5.674
DisplayName_Duron Harmon,1.4445,4.143,0.349,0.727,-6.675,9.564
DisplayName_Dwayne Allen,2.2424,2.15,1.043,0.297,-1.971,6.456
DisplayName_Dwayne Harris,0.6631,4.031,0.164,0.869,-7.238,8.564
DisplayName_Dwayne Washington,-3.7754,2.777,-1.36,0.174,-9.218,1.667
DisplayName_Dwight Freeney,-14.0303,16.907,-0.83,0.407,-47.168,19.107
DisplayName_Dylan Cole,0.2564,4.986,0.051,0.959,-9.515,10.028
DisplayName_Dylan Donahue,0.0425,7.878,0.005,0.996,-15.398,15.483
DisplayName_Dymonte Thomas,-2.1513,3.639,-0.591,0.554,-9.283,4.98
DisplayName_E.J. Gaines,-4.272,1.674,-2.551,0.011,-7.554,-0.99
DisplayName_EJ Manuel,2.8101,3.524,0.797,0.425,-4.097,9.717
DisplayName_Earl Mitchell,-2.0706,1.584,-1.307,0.191,-5.176,1.034
DisplayName_Earl Thomas,1.8153,3.739,0.485,0.627,-5.514,9.144
DisplayName_Earl Watford,-4.1162,3.98,-1.034,0.301,-11.918,3.685
DisplayName_Ed Dickson,-0.3539,1.391,-0.254,0.799,-3.08,2.372
DisplayName_Ed Eagan,-3.0144,4.316,-0.698,0.485,-11.475,5.446
DisplayName_Ed Stinson,-9.471,11.863,-0.798,0.425,-32.723,13.781
DisplayName_Eddie Goldman,0.7606,1.349,0.564,0.573,-1.884,3.405
DisplayName_Eddie Jackson,0.687,3.476,0.198,0.843,-6.125,7.499
DisplayName_Eddie Lacy,3.4547,6.84,0.505,0.614,-9.952,16.861
DisplayName_Eddie Pleasant,4.9069,5.867,0.836,0.403,-6.592,16.406
DisplayName_Eddie Vanderdoes,-3.8157,4.192,-0.91,0.363,-12.032,4.4
DisplayName_Eddie Yarbrough,-16.9868,19.533,-0.87,0.384,-55.27,21.297
DisplayName_Efe Obada,-16.158,18.111,-0.892,0.372,-51.655,19.339
DisplayName_Ejuan Price,7.26,10.346,0.702,0.483,-13.018,27.538
DisplayName_Elandon Roberts,0.1237,5.215,0.024,0.981,-10.097,10.344
DisplayName_Eli Ankou,-0.2302,1.568,-0.147,0.883,-3.304,2.843
DisplayName_Eli Apple,-2.69,3.067,-0.877,0.38,-8.701,3.321
DisplayName_Eli Harold,-22.4351,24.024,-0.934,0.35,-69.522,24.652
DisplayName_Eli Manning,-2.6848,2.311,-1.162,0.245,-7.215,1.845
DisplayName_Eli Rogers,-6.9695,5.955,-1.17,0.242,-18.642,4.703
DisplayName_Elijah Lee,-3.7175,3.033,-1.226,0.22,-9.662,2.227
DisplayName_Elijah McGuire,-6.7349,4.428,-1.521,0.128,-15.413,1.944
DisplayName_Elijah Nkansah,-5.996e-15,2.45e-14,-0.244,0.807,-5.41e-14,4.21e-14
DisplayName_Elijah Qualls,0.0934,2.963,0.032,0.975,-5.713,5.9
DisplayName_Elijah Wilkinson,2.4611,7.65,0.322,0.748,-12.532,17.455
DisplayName_Elijhaa Penny,-1.6177,2.84,-0.57,0.569,-7.184,3.948
DisplayName_Elvis Dumervil,-17.147,21.772,-0.788,0.431,-59.819,25.525
DisplayName_Emanuel Byrd,-3.8106,5.903,-0.646,0.519,-15.381,7.76
DisplayName_Emmanuel Lamur,1.2123,6.761,0.179,0.858,-12.038,14.463
DisplayName_Emmanuel Ogbah,-12.8578,15.123,-0.85,0.395,-42.497,16.782
DisplayName_Emmanuel Sanders,-9.1387,7.754,-1.179,0.239,-24.335,6.058
DisplayName_Emmett Cleary,-2.3582,6.516,-0.362,0.717,-15.13,10.413
DisplayName_Equanimeous St. Brown,-0.9986,2.427,-0.411,0.681,-5.755,3.758
DisplayName_Ereck Flowers,1.8984,7.643,0.248,0.804,-13.081,16.878
DisplayName_Eric Berry,3.2321,6.162,0.525,0.6,-8.846,15.31
DisplayName_Eric Decker,-1.9588,2.612,-0.75,0.453,-7.078,3.16
DisplayName_Eric Ebron,-1.1653,1.059,-1.1,0.271,-3.242,0.911
DisplayName_Eric Fisher,-2.2097,3.914,-0.565,0.572,-9.88,5.461
DisplayName_Eric Kendricks,-2.1596,3.677,-0.587,0.557,-9.367,5.048
DisplayName_Eric Kush,0.6415,0.867,0.74,0.459,-1.057,2.34
DisplayName_Eric Lee,-19.1131,20.66,-0.925,0.355,-59.606,21.38
DisplayName_Eric Murray,0.4137,2.89,0.143,0.886,-5.251,6.078
DisplayName_Eric Reid,3.4259,6.29,0.545,0.586,-8.902,15.754
DisplayName_Eric Rowe,-2.3828,3.651,-0.653,0.514,-9.539,4.774
DisplayName_Eric Saubert,0.3385,1.161,0.292,0.771,-1.937,2.614
DisplayName_Eric Tomlinson,1.1609,2.71,0.428,0.668,-4.151,6.473
DisplayName_Eric Weddle,-1.541,2.105,-0.732,0.464,-5.666,2.584
DisplayName_Eric Weems,-4.7233,4.87,-0.97,0.332,-14.269,4.822
DisplayName_Eric Wilson,-2.6131,3.15,-0.829,0.407,-8.788,3.561
DisplayName_Eric Winston,-2.8169,1.83,-1.539,0.124,-6.404,0.77
DisplayName_Eric Wood,-4.5931,1.865,-2.462,0.014,-8.249,-0.937
DisplayName_Erik Harris,5.7097,8.129,0.702,0.482,-10.223,21.642
DisplayName_Erik Magnuson,-6.1662,2.405,-2.564,0.01,-10.879,-1.453
DisplayName_Erik Swoope,-3.8751,3.453,-1.122,0.262,-10.643,2.893
DisplayName_Erik Walden,2.6185,8.271,0.317,0.752,-13.593,18.83
DisplayName_Ethan Pocic,-2.805,3.543,-0.792,0.429,-9.749,4.139
DisplayName_Ethan Westbrooks,-9.7646,11.777,-0.829,0.407,-32.848,13.318
DisplayName_Evan Baylis,-1.0448,6.507,-0.161,0.872,-13.798,11.709
DisplayName_Evan Boehm,2.133,2.149,0.993,0.321,-2.078,6.344
DisplayName_Evan Engram,-3.6759,3.853,-0.954,0.34,-11.228,3.876
DisplayName_Evan Smith,-1.0158,1.699,-0.598,0.55,-4.346,2.314
DisplayName_Everson Griffen,-13.2069,15.607,-0.846,0.397,-43.796,17.382
DisplayName_Ezekiel Ansah,-13.776,15.214,-0.905,0.365,-43.595,16.044
DisplayName_Ezekiel Elliott,-2.1129,2.258,-0.936,0.349,-6.538,2.312
DisplayName_Ezekiel Turner,1.7475,5.249,0.333,0.739,-8.54,12.035
DisplayName_Fabian Moreau,-0.496,3.437,-0.144,0.885,-7.233,6.241
DisplayName_Fadol Brown,-11.454,13.185,-0.869,0.385,-37.296,14.388
DisplayName_Fish Smithson,3.627e-14,2.38e-14,1.524,0.127,-1.04e-14,8.29e-14
DisplayName_Fitzgerald Toussaint,-9.0438,7.59,-1.192,0.233,-23.92,5.832
DisplayName_Fletcher Cox,-6.3179,5.665,-1.115,0.265,-17.422,4.786
DisplayName_Foley Fatukasi,4.4146,5.014,0.88,0.379,-5.412,14.242
DisplayName_Forrest Lamp,-4.4758,2.79,-1.604,0.109,-9.945,0.993
DisplayName_Foye Oluokun,-7.6026,2.533,-3.001,0.003,-12.568,-2.637
DisplayName_Fozzy Whittaker,-12.7411,7.233,-1.762,0.078,-26.917,1.435
DisplayName_Frank Clark,-16.9396,19.249,-0.88,0.379,-54.667,20.788
DisplayName_Frank Gore,-6.0179,4.875,-1.234,0.217,-15.572,3.537
DisplayName_Frank Ragnow,-4.2837,1.811,-2.365,0.018,-7.834,-0.733
DisplayName_Frank Zombo,3.4415,9.282,0.371,0.711,-14.751,21.634
DisplayName_Frankie Luvu,-1.1538,4.189,-0.275,0.783,-9.364,7.056
DisplayName_Fred Warner,-2.0585,4.41,-0.467,0.641,-10.702,6.585
DisplayName_Freddie Bishop,4.4324,10.804,0.41,0.682,-16.743,25.608
DisplayName_Freddie Martino,-6.3949,4.113,-1.555,0.12,-14.456,1.666
DisplayName_Frostee Rucker,-20.3253,19.366,-1.05,0.294,-58.282,17.632
DisplayName_Gabe Holmes,0.1453,1.357,0.107,0.915,-2.515,2.806
DisplayName_Gabe Jackson,7.1989,6.313,1.14,0.254,-5.175,19.573
DisplayName_Gabe Wright,-9.8216,9.891,-0.993,0.321,-29.208,9.565
DisplayName_Gareon Conley,-5.1275,1.576,-3.254,0.001,-8.216,-2.039
DisplayName_Garett Bolles,-5.8597,2.25,-2.605,0.009,-10.269,-1.45
DisplayName_Garrett Celek,-0.4709,1.066,-0.442,0.659,-2.559,1.618
DisplayName_Garrett Dickerson,-1.1489,3.37,-0.341,0.733,-7.755,5.457
DisplayName_Garrett Gilbert,-2.0443,2.46,-0.831,0.406,-6.867,2.778
DisplayName_Garrett Griffin,-4.6056,4.189,-1.099,0.272,-12.816,3.605
DisplayName_Garrett Sickels,5.4664,9.501,0.575,0.565,-13.155,24.088
DisplayName_Garrison Smith,-8.0332,9.665,-0.831,0.406,-26.976,10.91
DisplayName_Garry Gilliam,-5.3031,2.564,-2.069,0.039,-10.328,-0.278
DisplayName_Gavin Escobar,5.4728,3.097,1.767,0.077,-0.597,11.543
DisplayName_Gehrig Dieter,-4.7159,2.691,-1.752,0.08,-9.991,0.559
DisplayName_Genard Avery,3.8329,8.48,0.452,0.651,-12.788,20.454
DisplayName_Geneo Grissom,-17.5183,18.208,-0.962,0.336,-53.206,18.17
DisplayName_Geno Atkins,-7.3806,8.247,-0.895,0.371,-23.545,8.784
DisplayName_Geno Smith,-2.6249,1.684,-1.558,0.119,-5.926,0.677
DisplayName_Geoff Swaim,3.4003,2.158,1.576,0.115,-0.829,7.629
DisplayName_George Fant,0.7254,5.892,0.123,0.902,-10.822,12.273
DisplayName_George Iloka,6.0446,9.889,0.611,0.541,-13.337,25.426
DisplayName_George Johnson,-16.5064,17.953,-0.919,0.358,-51.694,18.682
DisplayName_George Kittle,-0.2835,1.401,-0.202,0.84,-3.03,2.463
DisplayName_George Odum,0.1794,3.473,0.052,0.959,-6.627,6.986
DisplayName_Gerald Everett,-3.1644,3.885,-0.815,0.415,-10.778,4.449
DisplayName_Gerald Hodges,-0.4666,4.5,-0.104,0.917,-9.287,8.354
DisplayName_Gerald McCoy,-8.555,8.471,-1.01,0.313,-25.159,8.049
DisplayName_Geremy Davis,-1.638,2.31,-0.709,0.478,-6.165,2.889
DisplayName_Germain Ifedi,2.9623,3.032,0.977,0.329,-2.981,8.906
DisplayName_Geron Christian,-0.3733,4.901,-0.076,0.939,-9.98,9.233
DisplayName_Geronimo Allison,-4.6529,2.432,-1.914,0.056,-9.419,0.113
DisplayName_Gimel President,12.7979,15.153,0.845,0.398,-16.901,42.496
DisplayName_Gino Gradkowski,-6.3612,5.927,-1.073,0.283,-17.978,5.256
DisplayName_Giovani Bernard,-7.4113,7.276,-1.019,0.308,-21.672,6.85
DisplayName_Glover Quin,2.4772,4.759,0.521,0.603,-6.849,11.804
DisplayName_Golden Tate,-5.6831,3.558,-1.597,0.11,-12.656,1.29
DisplayName_Grady Jarrett,-6.4129,6.78,-0.946,0.344,-19.701,6.876
DisplayName_Graham Glasgow,-5.746,1.614,-3.56,0.0,-8.91,-2.582
DisplayName_Grant Haley,-4.8031,1.848,-2.599,0.009,-8.425,-1.181
DisplayName_Greg Mabin,-5.3914,1.55,-3.478,0.001,-8.429,-2.353
DisplayName_Greg Mancz,-3.9625,1.847,-2.146,0.032,-7.582,-0.343
DisplayName_Greg Olsen,0.6581,1.09,0.603,0.546,-1.479,2.795
DisplayName_Greg Robinson,3.4829,8.566,0.407,0.684,-13.307,20.272
DisplayName_Greg Stroman,-6.8314,3.957,-1.726,0.084,-14.587,0.925
DisplayName_Greg Van Roten,-1.2514,2.494,-0.502,0.616,-6.139,3.636
DisplayName_Griff Whalen,-7.6878,5.313,-1.447,0.148,-18.102,2.726
DisplayName_Grover Stewart,-4.1058,4.273,-0.961,0.337,-12.48,4.269
DisplayName_Gus Edwards,0.0916,3.62,0.025,0.98,-7.003,7.186
DisplayName_Ha Ha Clinton-Dix,3.0114,5.728,0.526,0.599,-8.215,14.237
DisplayName_Haason Reddick,-0.0953,4.315,-0.022,0.982,-8.552,8.361
DisplayName_Hakeem Valles,-0.8463,2.251,-0.376,0.707,-5.258,3.565
DisplayName_Halapoulivaati Vaitai,-0.2097,5.258,-0.04,0.968,-10.515,10.095
DisplayName_Haloti Ngata,2.5467,2.893,0.88,0.379,-3.123,8.216
DisplayName_Hardy Nickerson,-0.558,4.433,-0.126,0.9,-9.247,8.131
DisplayName_Harlan Miller,-9.6374,3.836,-2.512,0.012,-17.156,-2.119
DisplayName_Harold Landry,2.4644,8.276,0.298,0.766,-13.756,18.685
DisplayName_Harrison Phillips,-6.0483,6.43,-0.941,0.347,-18.652,6.555
DisplayName_Harrison Smith,3.0061,6.465,0.465,0.642,-9.665,15.677
DisplayName_Harry Douglas,-10.7874,7.655,-1.409,0.159,-25.791,4.216
DisplayName_Harvey Langi,20.7259,10.875,1.906,0.057,-0.59,42.041
DisplayName_Hassan Ridgeway,-6.6931,7.002,-0.956,0.339,-20.416,7.03
DisplayName_Hau'oli Kikaha,-20.6498,23.204,-0.89,0.374,-66.13,24.83
DisplayName_Hayden Hurst,-3.1222,2.677,-1.166,0.243,-8.368,2.124
DisplayName_Hayes Pullard,-0.4913,4.441,-0.111,0.912,-9.195,8.213
DisplayName_Henry Anderson,-6.6029,8.056,-0.82,0.412,-22.392,9.186
DisplayName_Henry Krieger-Coble,-2.6919,3.913,-0.688,0.491,-10.361,4.977
DisplayName_Holton Hill,-4.9203,1.597,-3.081,0.002,-8.051,-1.79
DisplayName_Howard Jones,1.4787,5.504,0.269,0.788,-9.309,12.267
DisplayName_Hroniss Grasu,-7.9766,2.852,-2.797,0.005,-13.566,-2.388
DisplayName_Hunter Henry,-1.032,1.444,-0.715,0.475,-3.861,1.797
DisplayName_Hunter Sharp,-2.0819,3.363,-0.619,0.536,-8.673,4.509
DisplayName_Ian Silberman,-4.8209,3.429,-1.406,0.16,-11.543,1.901
DisplayName_Ian Thomas,2.1267,2.223,0.956,0.339,-2.231,6.484
DisplayName_Ibraheim Campbell,3.0415,5.718,0.532,0.595,-8.165,14.248
DisplayName_Ifeadi Odenigbo,-11.8842,20.021,-0.594,0.553,-51.124,27.356
DisplayName_Ifeanyi Momah,-1.5385,1.697,-0.907,0.365,-4.865,1.788
DisplayName_Ike Boettger,-1.3449,4.991,-0.269,0.788,-11.128,8.438
DisplayName_Isaac Rochell,-11.4755,13.737,-0.835,0.404,-38.4,15.449
DisplayName_Isaac Seumalo,-3.4009,3.137,-1.084,0.278,-9.549,2.747
DisplayName_Isaac Whitney,-0.8164,2.842,-0.287,0.774,-6.387,4.754
DisplayName_Isaac Yiadom,-1.9904,2.936,-0.678,0.498,-7.744,3.764
DisplayName_Isaiah Crowell,-2.8467,2.428,-1.172,0.241,-7.606,1.913
DisplayName_Isaiah Ford,-8.5274,5.028,-1.696,0.09,-18.383,1.328
DisplayName_Isaiah Irving,6.365,9.331,0.682,0.495,-11.924,24.654
DisplayName_Isaiah Johnson,3.3728,5.326,0.633,0.527,-7.066,13.812
DisplayName_Isaiah McKenzie,-10.7447,9.586,-1.121,0.262,-29.532,8.043
DisplayName_Isaiah Oliver,-0.3191,5.105,-0.063,0.95,-10.324,9.686
